"TimeSpan","BlueTeam.min","RedTeam.min","OppositeTeam.min","BlueTeam.median","RedTeam.median","OppositeTeam.median","BlueTeam.max","RedTeam.max","OppositeTeam.max"
773,17.7,2.8,2.2,17.7,4.1,12.15,17.7,6.1,22.8
774,24.5,2.2,2.2,24.5,4,15.55,24.5,6.1,29.6
775,30,4,1.4,30,6.1,17.8,30,10,36.9
776,30,7.1,5.7,77.7,9.1,35.6,91.8,16,84.6
777,23.6,5.3,4.9,69.6,10.1,27.4,85.3,13,80.4
778,19.3,6.4,5,61.8,9.4,20.1,78.9,9.5,70.5
779,19.7,11,5.4,53.2,14.6,20.1,72.9,14.8,70.2
780,16.7,11,2.5,48.1,20.2,21.5,64.4,22.5,68.4
781,9,11,1.4,29.3,14,24,31.8,17.8,39.6
782,9,6.3,3,25.3,14.6,18,28.2,15.6,30.6
783,8.4,6.1,3.2,20.5,6.1,9.2,21.5,11.2,22.6
784,8.1,4.1,1,14.9,6.4,8.6,15.6,10,15.8
785,3.2,4,1,10.8,7.6,8.5,12,11.7,12
786,1,3.2,2.2,7.2,10.2,9.5,7.8,12.1,12.6
787,4.1,7.1,2.2,6.3,12.2,9.1,7.8,13.9,15.7
788,2.2,1.4,1.4,7.9,10.2,9.2,9.6,11.4,10.2
789,3.6,6.1,2.8,8.5,54.35,10.15,11,107.5,111.2
790,8.5,7.2,4,8.9,51.7,13.25,10.2,98.8,109.7
791,8.1,6.4,5.1,8.5,48.35,12.65,9.5,90.5,101.1
792,7.1,7.5,5,7.2,46.45,12.05,9.1,85.7,91.2
793,6,8.6,4,6.4,43.9,12.5,7.1,81.1,81.8
794,1,4.1,3.2,5,39.75,12.45,5.1,73.4,72.6
795,4,5.4,4.1,5,35.6,13.95,6.4,65.9,70.3
796,1,8.5,3.6,4.2,35.15,16.75,5,61.8,65.3
797,2,8.2,3.6,12,31.8,22.2,12.2,60.4,64.5
798,1,7.2,3.6,12.2,27.9,17.6,12.4,55.4,55.8
799,1,6.3,3.6,21.2,25.05,18.45,21.5,50.1,54.1
800,2.8,6,4.5,24.1,22.2,20.5,24.9,44.4,49.1
801,7,6.3,7.6,22.4,34.1,28.6,28.5,39.1,43.9
802,13,1.4,6.7,19.4,34.4,27.7,32.5,34.9,38.8
803,13.4,1,6.3,23,33.6,26.9,36.4,34.6,39.5
804,8.9,3.2,3.2,31.9,32.1,29.3,40.4,35.1,42.9
805,10.8,7.9,8.6,26.2,27.5,28.1,36.9,33.1,45.4
806,14.9,12.8,12,66.35,24.2,33.4,131.7,31.3,144.2
807,11.7,12.2,13.9,61.65,23.4,29.8,122.9,23.4,143.1
808,4.5,13.6,10.4,56.45,18,28.55,112.9,19.2,135.6
809,1.4,13.6,6.3,57,50.35,46.5,111.9,97.6,183.2
810,8.1,10.6,3.6,58.45,50.85,42.1,112,98.8,173.3
811,3.6,6.1,3,55.35,47.5,35.7,109.7,91.6,163.4
812,11.7,7.1,8.2,87.1,44.65,61.2,98.3,89.3,153.6
813,10.8,3.6,16.1,79.8,44.85,61.5,89.3,86.3,143.7
814,10,4,17.5,74.8,45.25,60.35,81.3,86.7,133.8
815,10.2,5.4,17.5,72.35,43.85,90.7,101.9,86.5,155
816,8.5,6.6,17.6,68.65,44.05,82.3,94.9,86.5,145.7
817,3.2,6.9,10.2,67.5,43.95,75.95,94.2,86.6,136.5
818,6.7,6.4,5,64.1,43.85,70.55,91.6,86.6,127.4
819,15.3,7.8,4,62.45,42.7,68.25,92.4,81.6,117.7
820,15.7,6.1,3.6,57.9,42.9,69.1,86,82.1,108.1
821,6.4,3.6,7.8,57.95,42.6,77.5,97.6,85.1,131.6
822,2.8,0.7,10.4,55.1,46.4,72.2,88.5,90.4,126.4
823,4.5,4.3,7.6,56.35,48.25,69,87.6,95,121.3
824,10.8,6.1,6.7,53.65,48.4,66.2,89.1,95.8,116.6
825,8.2,3.6,6.1,53.6,49.55,62.2,85.8,98.2,112.1
826,5.4,1.4,8,48.85,50.9,58.65,62.2,101.5,106.2
827,9.2,5.7,7.3,47.9,55.65,58.5,63,107.6,112
828,7.6,3.4,2,43.8,58,52,61.1,109.8,111.9
829,3.2,1.4,5.2,41.3,58.2,49.55,61.5,112.1,115.4
830,8.1,4.1,2.2,36.25,57.65,42.45,59.4,114.9,116.6
831,11.4,2.2,3.2,32.7,60.5,38.2,59,120.3,118.4
832,8.5,5,4.1,30,64.75,34.65,60.3,127.5,124.1
833,4.5,8.1,2.8,26.15,67.05,32.95,53.8,131.3,128.5
834,6.5,5.4,4.3,24.1,67.6,30.5,48.9,134.6,132
835,8.1,3.6,3.2,23.65,70.3,32.7,50.4,138,136.5
836,6.7,3.9,5,24.1,70.2,31.7,52.9,138.7,140
837,5.6,5.4,6,25.55,70.25,31.3,51.5,139,143.2
838,7,3.4,3.3,25.75,69.65,32.5,44.9,139.3,142.6
839,4.7,4.3,3.6,29.1,70,31.25,38.5,139,141.7
840,5.4,5.4,3,26.2,69.75,28.45,37.3,139.3,141.4
841,2.8,4.2,3.2,28.15,66.25,26.9,34.8,132.5,133.7
842,1.4,4,7.6,23.55,62.95,20.15,29.2,125.5,129.4
843,2.2,6,8.1,21.65,63.85,18.4,27.2,121.5,126
844,2.2,3.9,1.4,17.5,64.15,18.6,26.6,114.7,123.2
845,3.2,3.2,2.2,14.6,60.25,17.6,27.6,107.9,120.4
846,6.2,3.2,6,14.45,100.8,17.8,25,129.7,135.7
847,4.6,13.4,2.2,10.5,93.25,51.25,19,119.8,126.7
848,3.6,60.6,2,6.9,86.8,88.7,17.1,110.8,118.1
849,0.6,57.5,1.6,3.85,82.4,84.2,12,103.8,108.8
850,0.9,51.3,2.2,3.4,85.7,89.4,7.5,100.6,107.1
851,0.5,46.5,2.8,5.7,88.4,94.2,9.1,97.7,107.6
852,2,41.7,93.4,6.35,41.7,99.4,14.7,41.7,108.4
853,2,37.3,94.6,8.55,37.3,104.15,20.2,37.3,109.3
854,4,33.2,95.4,12.65,33.2,110.1,20,33.2,113.4
855,1.1,29.5,96.2,12.1,29.5,111.05,15.9,29.5,114.9
856,2.2,26.2,98.8,12.2,26.2,110.25,14.4,26.2,119.5
857,1.6,22.2,96.5,13.5,22.2,109.05,18,22.2,119.8
858,1.6,12.5,93.5,15.4,12.5,107.2,24.7,12.5,112.6
859,1.4,3.2,91.3,17.7,3.2,105.6,30.5,3.2,110.1
860,4,4.7,89.8,15.2,4.7,103.25,27.3,4.7,112.3
861,6.3,13,82,13.25,13,100.75,26.5,13,115.4
862,8.2,19,74.7,11,19,95.4,26.8,19,115
863,6.4,23.3,68,11.4,23.3,90.45,23.8,23.3,113.2
864,5.2,22.8,65.5,11.9,22.8,88.45,23.7,22.8,111.4
865,2.2,27.2,63.2,11.1,27.2,87.15,21.9,27.2,111.1
866,5.4,26,57.3,12.85,26,82.25,25.5,26,107.3
867,4,25.1,49.2,12.3,25.1,76.7,30.9,25.1,104.4
868,3,25.1,40.6,14,25.1,67.85,30.9,25.1,95.5
869,0.7,25.5,34,13.25,25.5,59.5,29.2,25.5,86
870,2.5,27.5,28.6,8.9,27.5,52.25,28,27.5,78.6
871,2,22.5,26.9,11.4,22.5,52.7,35.5,22.5,78.7
872,3,22.2,23.8,5.85,22.2,49.15,33.6,22.2,69.4
873,0.5,21.2,23.9,6,21.2,48.65,38.4,21.2,67.5
874,1.3,20.5,24.6,10.85,20.5,51.15,45.7,20.5,67.5
875,2.8,15.2,20.6,11.5,15.2,49,49.1,15.2,63.3
876,3.8,7.3,18.7,9.25,7.3,49.95,52.3,7.3,59.3
877,2,6.4,18.1,9.15,6.4,46.9,55.7,6.4,56.1
878,3,7.9,17.7,9.05,7.9,44.3,51.9,7.9,52.2
879,3,11,13.6,8.75,11,43.15,49,11,51.1
880,3,11.8,9.4,8.6,11.8,40.85,46.4,11.8,47.9
881,3.4,10.7,5.3,9.35,10.7,38.4,44,10.7,43
882,3.5,9.2,1.1,9.6,9.2,37.6,41.6,9.2,43.2
883,3.2,14,3,9.2,14,35.6,39.3,14,40.2
884,1.8,14.7,4.4,9.35,14.7,34.6,38,14.7,39.4
885,1.9,7.9,4.5,8.3,7.9,33.7,38.8,7.9,39.1
886,2.2,6.3,5,6.75,6.3,33.45,38.1,6.3,38.1
887,1,14.1,4,14.15,14.1,33.15,37.1,14.1,41.1
888,4.5,12.4,2.2,11.35,12.4,28.2,38.5,12.4,39.8
889,6.1,12.4,2.4,16.1,12.4,21.8,38.1,12.4,37.9
890,4.5,7.1,3.8,15.5,7.1,16.1,34.2,7.1,32
891,2.5,3.2,3.2,13.85,3.2,13,25.2,3.2,24.7
892,5.8,5,4.1,16.7,77.1,17.7,26,80,90.4
893,5.4,7.8,6,15.45,75.2,42.9,24,83,91
894,2.2,3,4.5,12.05,69.6,37.15,22.1,76.3,82.1
895,1.4,7.2,6.3,11.3,63.25,34.3,22.7,72.3,77.1
896,0.5,12.8,4.7,10.65,57.2,32.1,24.4,69.6,72.5
897,0.4,15,3.4,10,49.35,51.5,26.9,81.5,84.6
898,1.1,17.7,4.2,9.4,41.8,46.7,28.7,75.9,78.8
899,1,21.6,2.2,9.25,36.75,43.4,24.6,70.1,73
900,2.8,17,1.1,10.85,38.45,39.4,25.7,66,69
901,3.6,13,1,10.85,38.25,35.8,24.6,62.1,62.2
902,8.2,8.9,4.1,10.8,35.35,34.4,29.7,48.5,56.1
903,3.9,10.3,4.1,14.95,36.6,31,32,54.9,53.9
904,8.6,11.1,6.8,18.1,37.8,30.7,36.1,55.5,58
905,2.2,7.1,2.2,17,34.8,28.85,32.2,55.4,53.3
906,2.2,2.1,4.3,16.75,32.75,29.9,33.5,57.7,59.5
907,2.9,4.2,7.6,19.65,34.6,29.4,37.1,66.2,65.3
908,1.4,2.2,7.2,20.15,35.6,24.85,40.4,70.3,65
909,2.5,6.7,10.2,12.25,35.75,23.75,36.8,71.4,66.8
910,1,1,13,8.85,35.25,20.45,32.8,69.3,68.8
911,1,4,11.2,13.2,33.7,19.85,41,66.8,73.4
912,0.5,4.5,13.3,11.05,32,23.6,42.5,64,70.9
913,4.2,6.4,11.5,7.1,29,26.5,40.1,58,64.5
914,2,4.2,9.1,4.5,26.1,25.6,39.8,52.2,62.6
915,4.1,10.8,9.1,9.15,24.15,27.75,42.5,47.1,61.3
916,5,12.2,7.1,14.3,24.9,30.85,45.7,49,65.2
917,8.6,17,6.3,15.8,26.65,32.6,50.6,46,67.5
918,8.5,19.6,3.6,21.4,30.7,36.2,52.8,43.2,71.5
919,5.9,22.6,4.2,21.95,33.5,37.1,56,41.6,73.4
920,3.5,18.9,11.2,24.7,30.8,40.6,60.4,44.2,74
921,1.1,18.1,11.5,28.1,36.2,42.15,68,47.2,74.6
922,1.3,15.3,5.9,31.55,39.2,45.55,76.1,46.1,74.1
923,2.1,12.2,10.2,36.05,38.45,43.2,81.7,45.9,73.5
924,2.1,10.4,13.2,36.95,35.35,41.85,84.2,47.2,74.1
925,1.4,5,13.6,34.5,37.45,43.95,84.5,44.3,72.9
926,2.4,7.3,13.7,37.1,35.25,42.55,85.2,37.7,73.4
927,3.5,8.4,11.9,37,33.2,43.75,86.7,41.3,74.4
928,4.4,9.4,10,31.9,29.3,40.15,88.1,38.2,76.3
929,4,12.2,16.2,29.45,29.25,38.05,86.8,41.1,75.3
930,2.1,10,13.2,25.4,31.4,40.65,84.1,41.8,73.6
931,2.2,8.1,12.2,24.55,31.55,42.35,83.2,42,72.2
932,1.4,7.1,15,27.9,31.7,41,82.6,44.9,70.7
933,5.1,6.5,11,28.45,33,41.65,82.3,47,68.4
934,7.6,4.2,7.6,26.45,34.85,40.85,82.5,46.3,71.2
935,5.4,7.3,3.6,24.3,36.15,40.85,83,45.7,70.8
936,4.3,2.8,7.2,23.55,35.9,41.5,83.7,46.1,70
937,2.5,4.2,11.3,25.95,29.75,38.75,85.9,46.5,76.1
938,2.9,7,11.2,27.65,31.5,38.1,81.6,47.3,73.5
939,2.7,9.1,10.3,30.3,32.7,37.95,77.4,46,66.3
940,3.7,5.7,10.3,33.3,30.65,40.6,73.3,48.1,65.2
941,5.1,9.1,11.2,36.2,26.75,40.5,69.1,45,61.7
942,6.7,10,16,33.35,22.65,41.6,65.1,38.3,57.3
943,8.9,12,17.5,29.55,19.75,43.05,59.8,37.1,60
944,12.6,5,14.3,26.3,19.05,42.6,52.4,30.7,60.1
945,10,4.1,18.4,20.9,15.7,39.15,43.6,21.5,56.4
946,9.2,4,6.4,23.6,16.25,35.6,37.4,25.2,56.9
947,8.7,4.5,5.4,20.35,17.15,31.85,32.6,27,54
948,8.2,3,2,20.45,15.15,31.05,32.6,19.4,52.2
949,7.7,3.6,2.8,23.1,11.4,22.8,36.2,15.8,53.1
950,5.1,4.3,2.8,30.65,6.9,14.1,39.8,11,51.1
951,2,2.2,2.2,37.5,4.3,7.95,43.6,5.8,49.1
952,3.6,1,3.6,37.2,3.9,8.1,42.8,6.7,47.7
953,4.5,2.2,1.4,27.4,4.95,8.75,42.9,8.6,46
954,5,1,5.4,21.1,6.2,13.05,41.9,11,50.6
955,1.5,4.5,5.9,16.25,10.5,19.4,46.4,48.7,93.2
956,2.6,3.2,5.7,14.8,7.9,19.2,52.2,39.6,91.5
957,3,3.2,6,14,8.65,20.1,57.6,31,90
958,4.5,3,4.2,13.3,12.85,22.4,54.5,26.8,80.5
959,0.5,1.4,2.2,12.65,10.2,19.7,51.4,18.4,71
960,1.4,4.2,0.5,9.15,8.65,15.4,46.6,15,61.9
961,1,1.4,3,7.45,5.55,11.7,41.8,8.6,52.6
962,2.2,1,6.7,33.3,2.6,10.3,33.9,4,43.9
963,9.2,0.7,0.7,23.3,4.25,13.05,32.6,6.1,38.2
964,2.2,2.8,3.6,20.5,4.8,10,22.7,7.6,33.2
965,2.2,2.4,5.6,16.4,6.15,10.2,17,15.5,36.6
966,1.4,1,4.2,15.6,5.3,10.4,15.8,18.5,38.4
967,1,2.7,3,10.4,5.9,10.8,10.8,22.4,34
968,3.6,2,2.8,10.4,7.2,11.2,13.4,22.8,29.8
969,8.9,2.5,1.4,12.2,8.8,11,20.5,23.3,26.9
970,8.9,1,5,60.05,9.95,14.8,117,23.5,127
971,6.3,1.4,4.2,56.9,10.15,12.5,113.1,23,117.7
972,10.1,2.2,6.1,54.9,8.85,16.15,109.1,20,108.6
973,6.3,3.2,5.4,50.05,9.1,13.25,100,18,99.4
974,2.2,2,6.1,45.5,5.2,11.9,91,11.2,90.2
975,3.2,1,4.1,41.25,4.8,11.55,82,8.8,83
976,4.1,1,4.1,37.25,3.9,11.55,74.2,7.8,79.5
977,5.1,1,4.1,37.4,3.9,8.6,74,7.8,72.2
978,16.6,1,5,53.8,4.3,11.4,68,8.6,65
979,18.5,1,5.3,48.8,4.5,12.2,63.1,8.9,58
980,21.8,3,4.6,41.9,6.4,15.6,57.8,12.7,53.5
981,21.3,1.8,3.6,38.3,7.35,17.1,52.6,18.6,51.1
982,26.2,3.5,2.8,35.2,10.7,18.6,49.1,21.9,51
983,29.2,5.4,6,33.2,13.6,23.3,41,31,51
984,26.1,3.2,7.3,28.3,14.6,24.2,34.1,34.9,51
985,20.6,4.5,10.2,32.2,16.15,27.5,36.1,32.2,44.2
986,15.3,3.6,9.1,31.6,12.75,30.1,41.4,36.7,45.6
987,14.9,4.1,8,31.4,16.6,31,46,41.8,53
988,20.9,1.4,3.2,32.6,10.3,29.1,52.2,34,53.2
989,56.1,1,26.9,56.1,9.45,34.35,56.1,26.1,52.2
990,56.6,2.2,28.4,56.6,7.65,34.35,56.6,18.2,51.4
991,53.8,3.2,24,53.8,7.65,33.75,53.8,23.2,47.1
992,58.8,5.1,22.2,58.8,12.7,35.4,58.8,31,54.1
993,62.3,4.3,17.3,62.3,14.25,37.5,62.3,33.1,54.7
994,60.2,6.1,14,60.2,16.85,34.95,60.2,31.5,49
995,58.3,7.3,12.8,58.3,19.2,32.55,58.3,32.6,45.5
996,60.4,7.1,11.4,60.4,22.8,31.9,60.4,34.2,51
997,61,8.5,11.3,61,26.7,30.75,61,38.8,55.9
998,59.9,10.2,10.5,59.9,32,31.8,59.9,48.6,59.1
999,56.4,6.1,5,59.2,34.65,49,97.8,48.8,90.2
1000,51.5,4.1,4.9,58.8,34,47.1,94.2,48.8,86.5
1001,46.7,1,6.3,58.9,34.05,47.5,90.8,50.9,78.7
1002,43.3,2.2,11.4,63.3,28.95,45.8,88.1,49.8,71.8
1003,43.3,3.2,9.8,60.6,26,37.7,85.7,46.1,65.8
1004,49.2,8.6,8.1,59.6,19.8,39.4,84.1,41.2,62.9
1005,54.7,8.6,8.6,55.5,18.7,39.9,81.4,40.2,63.1
1006,51.2,5.1,5,67.2,21.55,36.1,75,35.6,70.6
1007,79.9,4.1,28,79.9,19.1,51.8,79.9,37.5,68.7
1008,82,4.1,33.6,82,19.05,54.3,82,38.9,65.3
1009,82.9,4.1,37.3,82.9,19.35,56,82.9,43.4,61
1010,86.7,2.2,42.4,86.7,14.6,53.95,86.7,45,60.5
1011,85.1,3,41.7,85.1,13.15,56.7,85.1,44.7,62.5
1012,88.4,3.6,39.1,88.4,11,57.9,88.4,43.1,63
1013,91.8,3.5,40.7,91.8,11.3,59.15,91.8,41.7,66.3
1014,94.7,2.4,45,94.7,7.85,60.15,94.7,38.8,72.7
1015,96.9,1.5,48.9,96.9,5.15,58.6,96.9,36.7,76.6
1016,99,0.4,49.2,99,5.9,56.3,99,33.3,82
1017,101.9,2.2,50.7,101.9,9.4,57.95,101.9,30.3,87.3
1018,96.9,4.5,50.9,96.9,9.6,56.2,96.9,35.1,84.3
1019,93.3,2.5,42.5,93.3,7.3,55.9,93.3,37.6,77.9
1020,89.9,2.2,40.2,89.9,7.7,54.45,89.9,39.3,76.1
1021,85,1,34.2,85,5.15,56.1,85,34.1,66.8
1022,81.1,2.2,30.8,81.1,7,56.2,81.1,33,63.7
1023,78,3.2,28.2,78,11.6,52.55,78,34.1,61.6
1024,74.5,5.1,28.7,74.5,11,49.7,74.5,31.6,59.3
1025,72,4,28.4,72,12.7,49.5,72,29.3,57.1
1026,55.8,2.2,22.6,65.3,12.8,43.9,84.6,34.1,63.6
1027,49.7,3.2,19.8,58.6,10.4,38.3,75.2,34.5,59.7
1028,43.7,3.5,18.9,51.9,8.45,34.2,65.8,31.1,52.3
1029,37.6,0.7,14.9,44.1,7,29.8,56,25.5,43.6
1030,30.9,1,15,38.1,3.4,24.4,47.2,21.1,35.1
1031,24.1,2.9,15.7,32.1,6.65,20.4,42.5,26.4,35.1
1032,21.2,0.4,13.7,26.6,5.3,17.7,36.1,27.2,35.2
1033,20.2,2,10.1,21.2,4.8,16.2,31.9,32.2,39.3
1034,14.9,1.4,4.1,19.1,3.8,13.8,28.8,34.8,44.3
1035,13.5,0.5,1,14.3,5.9,14.1,26.4,32,43
1036,8,1,13,33.6,5.8,19.9,38.9,30.2,38.9
1037,5.3,1.8,12.6,28.2,5.2,16.6,32.1,21.6,31
1038,3.9,1,8.1,22,8.05,15.5,25.3,16.2,24.3
1039,2.8,3.2,3.2,16.1,6.35,11.3,18.9,10.4,18.4
1040,3.2,1,7.1,17.1,3.6,10,19.2,5.1,13
1041,7.2,1,2.8,13.2,5.5,8.1,19.9,11.3,15.6
1042,10.1,1,1.8,13.3,6.75,9.7,23.3,12.5,19.7
1043,10.8,2.2,2,10.8,5.35,5.85,10.8,11.2,12
1044,26.2,2.2,2.6,26.2,6.1,13.1,26.2,11.4,27.7
1045,22.3,3.2,1.3,22.3,7.9,11.15,22.3,13,24.9
1046,18.1,2.2,1.3,18.1,6.05,9.1,18.1,10,19.9
1047,14.2,1.4,2.4,14.2,6,7.2,14.2,11.8,18.7
1048,10.3,1,4.2,10.3,9.05,9.2,10.3,16.6,20.7
1049,7.7,3.2,2.4,7.7,10.7,9.85,7.7,17.8,19.6
1050,8.1,3.9,0.6,8.1,9.7,7.05,8.1,16.7,16.2
1051,8.2,3.6,1,8.2,6.7,5.35,8.2,13.4,10.8
1052,NA,3,1,NA,5.4,5.4,NA,9.1,9.4
1053,38.5,2.2,5.8,38.5,3.95,19.25,38.5,7.9,35.5
1054,33.4,1.4,2.8,33.4,4.6,16.75,33.4,10.6,37.5
1055,28.3,1,4.1,28.3,5.85,16.2,28.3,9.8,33.2
1056,25.2,1,5.1,25.2,9.55,15.7,25.2,14.2,34.7
1057,20.4,5.2,3.6,20.4,11.1,18.05,20.4,17,32.5
1058,16.3,5.4,12,16.3,9.8,21.8,16.3,24,32.1
1059,14.5,3.1,12.9,14.5,6.65,22.75,14.5,15,32.4
1060,15.9,2.2,14.6,15.9,5.3,25.75,15.9,10.6,37.7
1061,18.4,1,16.4,18.4,5.4,29.9,18.4,12.1,43.7
1062,29.4,1.4,9.8,29.4,6.05,28.85,29.4,9.3,47.6
1063,38,2.2,10.4,38,5.4,31.85,38,15.4,57.3
1064,47.8,2.2,10,47.8,8.9,34.85,47.8,19.2,67.5
1065,56.7,2.2,14,56.7,7.85,38.5,56.7,18.8,74.4
1066,60.8,1.4,14.3,60.8,4.15,43.15,60.8,11.3,76.5
1067,59.9,1.3,16.9,59.9,3.45,38,59.9,14.1,70.6
1068,60.1,2.2,13,60.1,6,35.5,60.1,16,64.9
1069,60.8,2.1,14.8,60.8,5.2,34.5,60.8,17.9,59.2
1070,10.4,1.4,15.9,61.3,5.25,23,69.5,21.2,55.7
1071,4.3,2.2,11.5,60.1,7.6,23.2,61.5,25.3,51.2
1072,10.2,1.6,10.3,50.7,7.2,22.1,60,28.7,47.7
1073,12.2,1,7.3,41.3,11.25,22.4,53.5,33.7,44.7
1074,8.1,5.4,6,41.4,13.7,20.4,47.4,36.1,44.5
1075,13.9,3.2,7.2,24.3,15.55,19.3,29.9,38.7,44.4
1076,11.2,5.7,4.5,12,16.55,15.1,16.8,43,47
1077,10,3.2,5.4,12.8,17.45,16.2,21.5,39,49
1078,10.5,3,5,12.7,14.45,16.8,21.5,30.8,41.4
1079,11,8.6,3.6,14.3,18.35,15.3,20.8,28.9,33.8
1080,4.5,4.1,4.2,19.2,11.2,17.9,23,22.1,31.1
1081,4.1,3.2,5,25,15.6,17,27.8,22,32
1082,7.1,6.1,4.5,20.2,15.3,16.6,26.7,26.1,33.2
1083,6.4,6.3,7.1,20,15,14.1,23.8,27,27.8
1084,5,0.7,2.2,16.8,16.6,15.2,19,20.8,20.9
1085,2.8,4.5,1.7,9.5,10.6,10.8,12.1,21,22.4
1086,4,5.1,2.2,10,9.35,9.5,13.8,18.4,20.2
1087,1.2,4.1,2.9,13.7,9.25,11.7,14.3,16.2,19.8
1088,2,4.1,2,12.2,10.1,10,14.1,16.3,17.7
1089,6.1,2,2.2,6.1,8.3,7.2,6.1,18,13.3
1090,7.1,3.2,2.2,7.1,9.1,6.25,7.1,18.4,13.6
1091,8.5,6.3,1.4,8.5,7.35,7.6,8.5,14.6,15.2
1092,NA,5.1,4.5,NA,11,6.65,NA,17.5,11.7
1093,NA,3.6,4.1,NA,9.1,7.35,NA,17.3,11.7
1094,NA,1,5.8,NA,6.85,7.05,NA,13.4,11.4
1095,NA,2.2,7.3,NA,7.35,9.25,NA,14.6,17
1096,NA,1,5,NA,8.85,8.6,NA,14,15.8
1097,NA,2,4.1,NA,12.95,10.3,NA,22.2,20
1098,NA,3.6,9.8,NA,15.95,15.45,NA,26,24.7
1099,NA,8,8.1,NA,20.7,19.25,NA,31.4,32.9
1100,NA,5.1,16.8,NA,21.35,22.05,NA,36.9,41.4
1101,33.3,5.2,18.5,33.3,22.3,31.9,33.3,44.4,75
1102,25.5,5,18.2,25.5,25.85,28.1,25.5,49.3,75.9
1103,18,7.8,18.9,18,31,31.2,18,53.9,76.6
1104,13,10.7,18,13,36.3,32.5,13,59.5,77.5
1105,12.8,6.7,13.2,12.8,38.55,31.1,12.8,65.3,86
1106,15.3,6.4,6.8,15.3,40.45,25.85,15.3,72.1,92.9
1107,20.2,5.7,1.6,20.2,42.25,23.05,20.2,78.7,98.9
1108,15.5,5.4,4.1,15.5,44.65,22.9,15.5,85.1,103.7
1109,9.6,2.2,5.3,10.3,49.3,28.85,15,93.6,113.7
1110,6.1,9.8,6.7,10,55.1,27.05,12.5,102.1,114.8
1111,1,13.6,5.1,10,58.65,28.25,10.6,110.5,116.4
1112,1.4,13,3,4.2,61.25,24.45,5.7,115.3,119.4
1113,1,17.5,6.7,2.2,99.6,26.4,2.8,114,121.4
1114,2.7,17.5,1.1,8.5,109,16.6,10.4,123.5,130.2
1115,6.7,17.5,2,15.8,110.6,17,16.3,124.9,136.9
1116,8.1,18,1,15,112,17.7,16.1,127.3,138
1117,3.7,21.6,0.4,9.6,113.1,21.9,11.7,132.4,139.3
1118,3.5,28.3,2.4,5.4,113.1,26.1,8.4,139.3,139.4
1119,2.2,28,1.6,4.5,113.5,29.8,5.5,140.2,141.2
1120,2,28.3,3.6,9.65,109.1,33.05,18.6,137.1,151.9
1121,1,105.4,33.2,8.4,105.4,91.7,16.3,105.4,148.3
1122,4.2,100.3,36.7,8.95,100.3,91.3,14.9,100.3,144.4
1123,5,96,37.4,10.3,96,92.6,15,96,147.7
1124,4.1,91.8,37.9,10.6,91.8,92.9,19.2,91.8,147.5
1125,1.4,88.3,41.2,12.9,88.3,96.8,25,88.3,151.4
1126,2,84,47.5,13.75,84,100.15,25.6,84,151.3
1127,3.8,82.2,48.9,17.55,82.2,104.8,33.5,82.2,159.2
1128,1.5,80.5,51.1,16.8,80.5,105,32.7,80.5,157
1129,2.2,79,51.8,16.65,79,104.55,32,79,155
1130,2.1,75.6,52,15.6,75.6,102.85,31.2,75.6,151.7
1131,2.1,72,52.2,15.5,72,101.15,30.5,72,148.3
1132,2.5,68.4,52.5,16.05,68.4,99.45,29.7,68.4,145
1133,3.4,68.1,52.7,15.45,68.1,99.45,29,68.1,145
1134,3.6,62,53.2,14.45,62,96.55,27.7,62,138.9
1135,2.8,53.3,56,12.7,53.3,93.55,24.8,53.3,130.1
1136,3.6,52,62.9,9.4,52,96.4,18.5,52,129.1
1137,1.8,45.9,70.4,8.2,45.9,97,12.5,45.9,122.9
1138,0.8,39.8,78.1,4.15,39.8,98.95,7.3,39.8,119.6
1139,1.4,35.2,81.3,3.95,35.2,100.05,6.4,35.2,118.6
1140,2.4,30.8,83.9,4,30.8,100.65,7.8,30.8,116.7
1141,3.6,29.4,86.6,5.8,29.4,103.05,11.4,29.4,118.6
1142,0.3,25.4,86.2,6.45,25.4,102.2,11.4,25.4,117.6
1143,0.7,22.5,85.5,7.6,22.5,101.85,15.1,22.5,117.3
1144,4,19.3,85.1,11,19.3,101.45,19.6,19.3,116.5
1145,4,14.8,85.9,14.5,14.8,103.3,20.6,14.8,115
1146,4.5,11.3,85.9,13.65,11.3,103.2,21.2,11.3,110.6
1147,5.7,11.8,85.5,16.3,11.8,104.1,23.1,11.8,109.9
1148,9.2,13,78.9,18.6,13,99,28.9,13,112.8
1149,2.8,9.1,81.2,21.6,9.1,96.5,22.8,9.1,108.8
1150,1.5,6.5,83.6,17,6.5,97.15,18.8,6.5,107.6
1151,4.6,8.1,85.9,12.4,8.1,96.95,16.2,8.1,107.3
1152,5,10.8,90.9,8.65,10.8,98.7,11.1,10.8,106.5
1153,4,9,87.7,6,9,95.1,9.9,9,102.6
1154,3.6,6.3,90.3,6.95,6.3,94.7,13.9,6.3,99
1155,2.2,8.9,93.1,10.65,8.9,99.8,76.2,8.9,160.3
1156,2,18.1,98.6,8.95,18.1,108.95,68,18.1,160.9
1157,3.1,14.4,101.8,7.95,16.4,113.9,63.9,25.5,174.6
1158,1.5,9.6,101.3,7.4,11.7,114.1,59.5,19.1,165.1
1159,2.3,3.6,101.9,7,9.9,115.1,55.4,13.5,156.3
